year,month,Subzona,NDVI_mean_filtered,n_filtered,NDVI_mean_filtered_norm
2024,6,Toluca,0.5149680607140011,15799,0.7574840303570005
2024,7,Bosques_con_muerdago_2,0.5386979507460748,2500,0.7693489753730374
2024,7,Bosques_con_muerdago_3,0.4763740092361485,3344,0.7381870046180743
2024,7,Bosques_densos_pino_oyamel,0.5149344789812843,13083,0.7574672394906421
2024,7,Toluca,0.5727292497982396,15698,0.7863646248991198
2024,8,Bosques_con_muerdago_2,0.62991669793049,3149,0.814958348965245
2024,8,Bosques_con_muerdago_3,0.6472333333857698,31603,0.8236166666928849
2024,8,Bosques_densos_pino_oyamel,0.6139151404255085,28870,0.8069575702127543
2024,8,Mariposa_monarca,0.8074836166552489,531,0.9037418083276245
2024,8,Parque_venados,0.5488074506130638,52,0.7744037253065319
2024,8,Toluca,0.6701141993642187,15659,0.8350570996821094
2024,9,Bosques_con_muerdago_2,0.6526118468195119,2170,0.826305923409756
2024,9,Bosques_con_muerdago_3,0.6525020150450348,16288,0.8262510075225173
2024,9,Bosques_densos_pino_oyamel,0.621899839619291,17683,0.8109499198096455
2024,9,Mariposa_monarca,-0.01050871904453226,35,0.4947456404777339
2024,9,Parque_venados,0.581677508678518,51,0.790838754339259
2024,9,Toluca,0.7273541442328677,12978,0.8636770721164339
2024,10,Bosques_con_muerdago_2,0.6659481039568736,3125,0.8329740519784368
2024,10,Bosques_con_muerdago_3,0.6588172665453087,23193,0.8294086332726543
2024,10,Bosques_densos_pino_oyamel,0.682771665935207,25915,0.8413858329676035
2024,10,Mariposa_monarca,0.6642253494533646,277,0.8321126747266823
2024,10,Parque_venados,0.4979331323914567,52,0.7489665661957283
2024,10,Toluca,0.7208273152622984,15658,0.8604136576311492
2024,11,Bosques_con_muerdago_2,0.6716308046554499,3146,0.8358154023277249
2024,11,Bosques_con_muerdago_3,0.6972443533683812,32546,0.8486221766841906
2024,11,Bosques_densos_pino_oyamel,0.6743101765835461,29394,0.8371550882917731
2024,11,Mariposa_monarca,0.8127192680788291,533,0.9063596340394146
2024,11,Parque_venados,0.4423119657149803,52,0.7211559828574902
2024,11,Toluca,0.7024950803497595,15611,0.8512475401748798
2024,12,Bosques_con_muerdago_2,0.6211456553136105,3150,0.8105728276568053
2024,12,Bosques_con_muerdago_3,0.581148001688939,32618,0.7905740008444695
2024,12,Bosques_densos_pino_oyamel,0.5985348024021053,29466,0.7992674012010527
2024,12,Mariposa_monarca,0.6443548655451901,539,0.822177432772595
2024,12,Parque_venados,0.4129429897476312,52,0.7064714948738156
2024,12,Toluca,0.6727175724120329,15619,0.8363587862060164
